1	2.243618
2	2.243618
3	-0.476835
4	-1.630229
5	-0.932018
6	-0.71454
7	0.175296
8	-0.619184
9	-0.495693
10	-0.377677
11	-1.095811
12	-0.341785
13	-0.429385
14	-1.283481
15	-0.898712
16	-1.087598
17	0.02884
18	0.094996
19	-0.891716
20	-0.485199
21	-0.977642
22	0.114462
23	0.114462
24	-1.147215
25	-0.782064
26	1.543126
27	2.471742
28	2.262477
29	-0.468318
30	0.175296
31	-1.022507
32	1.834516
33	2.243618
34	2.243618
35	-0.746325
36	-0.80077
37	-0.445506
38	-0.316083
39	-0.265744
40	-0.265744
41	-0.189703
42	-0.159286
43	0.175296
44	-1.05703
45	0.689943
46	1.813681
47	1.66023
48	-0.422845
49	0.175296
50	0.175296
51	-0.638346
52	-0.341785
53	-1.070717
54	-0.316083
55	0.114462
56	0.114462
57	-0.966997
58	-0.508772
59	-0.919091
60	-1.127292
61	-1.288347
62	-0.826016
63	-0.998326
64	-0.829362
65	-1.358914
66	0.210731
67	1.699315
68	2.123777
69	-1.420963
70	-1.398303
71	-1.367126
72	0.92415
73	0.847805
74	0.565996
75	-1.34477
76	-1.540348
77	-1.415488
78	-0.750583
79	-1.032696
80	-0.16613
81	0.126477
82	-1.283328
83	-0.727162
84	0.181227
85	0.579227
86	-1.006538
87	-0.702221
88	-1.545671
89	-1.112388
90	-1.107521
91	0.618616
92	0.774501
93	0.429882
94	1.984774
95	2.310383
96	0.175296
97	-0.70359
98	-0.821454
99	-1.050338
100	-0.823431
101	-0.567172
102	-1.081059
103	-0.721992
104	-0.553788
105	0.175296
106	-0.513791
107	-0.023628
108	0.054238
109	0.085111
110	-0.791493
111	-0.660702
112	-0.74891
113	2.430528
114	-1.385072
115	-1.469478
116	-1.557381
117	-1.244699
118	-1.218541
119	-1.08045
120	-1.355416
121	1.987968
122	1.053268
123	-1.55145
124	-1.46963
125	-1.448338
126	1.805773
127	-1.401649
128	-1.469478
129	-1.297776
130	-1.156948
131	2.050626
132	1.05996
133	-0.999238
134	0.038421
135	-0.588007
136	-0.413112
137	-1.36667
138	2.020513
139	2.243618
140	2.243618
141	-0.843201
142	-0.983117
143	-0.973232
144	-0.87742
145	0.038421
146	0.038421
147	-1.372753
148	-1.162119
149	-1.090184
150	0.657701
151	2.243618
152	2.243618
153	-0.551963
154	-0.572951
155	-0.259509
156	-0.983574
157	-0.723513
158	-0.567932
159	-0.247342
160	0.038421
161	0.041007
162	2.334868
163	2.334868
164	-1.106761
165	-1.067219
166	2.072526
167	2.471742
168	2.471742
169	-0.547097
170	0.038421
171	-0.420868
172	-0.565347
173	-0.813241
174	-0.03762
175	-0.549986
176	-0.148488
177	-0.843354
178	0.038421
179	0.038421
180	0.038421
181	1.420244
182	1.78585
183	2.243618
184	1.78296
185	2.334868
186	2.334868
187	-0.492347
188	-0.474097
189	-0.404139
190	-0.64443
191	-0.189703
192	-0.189703
193	-0.615838
194	-0.612492
195	-0.620857
196	0.038421
197	0.038421
198	0.038421
199	-0.417827
200	-0.796512
201	-0.737808
202	0.585614
203	-0.039445
204	-0.44581
205	0.038421
206	-0.926999
207	-0.947834
208	-1.041365
209	-1.139763
210	2.243618
211	2.243618
212	2.243618
213	-0.488697
214	-0.751344
215	-0.341785
216	-0.341785
217	-0.341785
218	-0.847308
219	-0.685644
220	-0.674086
221	0.038421
222	-0.219207
223	0.038421
224	-0.797425
225	0.038421
226	-0.127197
227	2.243618
228	1.161703
229	1.716196
230	2.334868
231	2.334868
232	1.827368
233	-1.162271
234	-0.995436
235	-0.720927
236	-0.429081
237	-0.341785
238	-0.341785
239	-0.764727
240	-0.79636
241	-0.493259
242	-0.499951
243	0.038421
244	0.038421
245	-0.248102
246	1.472864
247	2.287418
248	-0.62405
249	0.038421
250	-0.179513
251	-0.911943
252	1.247934
253	0.038421
254	0.783017
255	1.843489
256	0.879894
257	-0.453262
258	-0.680169
259	-0.182707
260	-0.907989
261	-0.178144
262	-0.554245
263	0.821799
264	-1.296255
265	-1.009884
266	-0.981597
267	2.334868
268	1.908429
269	0.038421
270	-1.019617
271	1.214476
272	2.243618
273	2.243618
274	-0.201261
275	-0.641388
276	-0.419804
277	-0.709369
278	0.038421
279	-0.974905
280	2.243618
281	2.243618
282	2.243618
283	-1.001063
284	-0.598957
285	0.038421
286	-0.315931
287	-0.250536
288	-0.250536
289	-0.250536
290	0.080092
291	0.038421
292	0.038421
293	-0.452197
294	-0.534778
295	-0.643517
296	2.395701
297	2.395701
298	2.395701
299	-0.764727
300	-0.216165
301	-0.66344
302	-0.419652
303	0.038421
304	0.038421
305	2.243618
306	1.678632
307	2.137009
308	1.172805
309	2.334868
310	2.334868
311	0.038421
312	0.038421
313	-0.389843
314	2.395701
315	2.395701
316	-0.408093
317	-0.242779
318	0.038421
319	-0.189703
320	-0.189703
321	-0.189703
322	-0.775525
323	-0.627092
324	-0.522003
325	-0.355473
326	0.038421
327	-0.282625
328	1.917706
329	2.243618
330	2.122409
331	-0.594546
332	-0.271067
333	-0.910118
334	-0.770506
335	0.038421
336	0.038421
337	-0.482766
338	-0.592417
339	-1.340207
340	-1.421419
341	-0.928824
342	-1.084709
343	-1.06798
344	-0.921524
345	-0.569149
346	0.038421
347	-0.558503
348	1.448379
349	1.662815
350	1.880445
351	2.243618
352	2.243618
353	1.073799
354	-1.045471
355	-1.044103
356	-0.963803
357	-0.186053
358	-0.64078
359	0.95259
360	0.836094
361	1.896566
362	1.14543
363	-1.195425
364	-1.398607
365	-1.533656
366	-0.522307
367	-0.743739
368	-0.936428
369	-1.239377
370	-0.47501
371	-0.971103
372	0.284947
373	-1.517536
374	-1.534569
375	-1.306141
376	1.544039
377	1.029087
378	0.163585
379	-1.177175
380	-1.763909
381	-0.935516
382	0.521435
383	0.158566
384	-0.919395
385	-1.468413
386	-1.280287
387	-1.231316
388	-0.725338
389	-0.784498
390	-0.926999
391	-1.142804
392	-1.290476
393	-1.042582
394	-0.992242
395	-0.475618
396	-0.461778
397	-0.428776
398	-1.557533
399	-0.863124
400	0.038421
401	0.038421
402	-0.78465
403	-1.018401
404	-1.010796
405	0.35308
406	1.120641
407	-0.740546
408	-0.63713
409	-0.784193
410	-0.96289
411	-0.213275
412	-0.629221
413	1.177824
414	2.334868
415	-1.168202
416	-1.30173
417	0.038421
418	0.038421
419	0.038421
420	2.243618
421	2.243618
422	2.243618
423	0.038421
424	0.038421
425	0.038421
426	-0.443072
427	-0.727315
428	-0.486264
429	-0.03762
430	0.008005
431	0.038421
432	-0.330683
433	0.038421
434	2.243618
435	2.243618
436	2.243618
437	-0.638498
438	-0.545272
439	-0.492195
440	-0.516072
441	0.038421
442	0.038421
443	-0.325664
444	0.038421
445	-0.326121
446	-0.519418
447	0.086327
448	1.598028
449	0.038421
450	0.038421
451	0.038421
452	-1.23086
453	-1.095202
454	-0.940991
455	0.038421
456	-0.322471
457	-0.908293
