1	4	22000
2	4	7854
3	4	7556
4	4	15892
5	4	22000
6	4	18528
7	4	9614
8	4	12104
9	4	5161
10	4	11445
11	5	14225
12	5	22000
13	5	22000
14	5	22000
15	5	15067
16	5	22000
17	5	17739
18	5	5939
19	5	11519
20	5	9305
21	5	8060
22	5	8514
23	5	6853
24	5	9402
25	5	20290
26	6	13662
27	6	6778
28	6	6107
29	6	8860
30	6	6970
31	6	6078
32	6	8339
33	6	6929
34	6	7939
35	6	7496
36	7	5952
37	7	4593
38	7	16620
39	7	22000
40	7	12080
41	7	8794
42	7	7205
43	7	5646
44	8	8216
45	8	10874
46	8	9431
47	8	7784
48	8	6873
49	8	15306
50	8	16291
51	8	1295
52	8	11015
53	8	5098
54	9	15221
55	9	11020
56	10	2477
57	10	3024
58	10	5100
59	10	4274
60	10	3052
61	10	3564
62	10	3054
63	10	2774
64	10	8572
65	3	22000
66	3	13835
67	4	7101
68	4	6852
69	4	9078
70	4	9184
71	4	15578
72	4	5957
73	4	6213
74	4	6251
75	4	6867
76	4	7014
77	4	11516
78	5	15903
79	5	18243
80	5	6770
81	5	8340
82	5	10521
83	5	20159
84	5	17069
85	5	11036
86	5	19126
87	5	19809
88	5	12825
89	5	15073
90	5	12714
91	6	4030
92	6	6412
93	6	3460
94	6	4736
95	6	10097
96	6	6236
97	6	11933
98	6	4998
99	6	14160
100	6	8063
101	7	6464
102	7	7251
103	7	4495
104	7	7529
105	7	4969
106	7	15521
107	7	8479
108	7	4899
109	7	7957
110	7	7864
111	8	10125
112	8	11156
113	8	5838
114	8	7849
115	8	15752
116	8	6680
117	8	7675
118	8	22000
119	8	14925
120	8	16846
121	8	8800
122	9	6961
123	9	9039
124	9	6203
125	9	6895
126	9	12841
127	9	13259
128	9	6085
129	9	6396
130	9	4162
131	9	4323
132	9	10721
133	10	7498
134	10	15271
135	10	1734
136	10	6520
137	4	18980 
138	4	5951 
139	4	9275 
140	4	12309 
141	4	5348 
142	4	5311 
143	4	5480 
144	4	9269 
145	4	18253 
146	5	13921 
147	5	5079 
148	5	9375 
149	5	20500 
150	5	7122 
151	5	7353 
152	5	13484 
153	5	20500 
154	5	15076 
155	5	11034 
156	5	16326 
157	5	12061 
158	5	11051 
159	5	17068 
160	5	9113 
161	6	9028 
162	6	18099 
163	6	15099 
164	6	13649 
165	6	8214 
166	6	5047 
167	6	3695 
168	6	6432 
169	6	7570 
170	6	3277 
171	6	7372 
172	6	5715 
173	6	7899 
174	6	8340 
175	7	5196 
176	7	8431 
177	7	10043 
178	7	8334 
179	7	14225 
180	7	9458 
181	7	5983 
182	7	6456 
183	7	7446 
184	8	18941 
185	8	14908 
186	8	13990 
187	8	18577 
188	8	18467 
189	8	7171 
190	8	14610 
191	8	9685 
192	8	7672 
193	8	16604 
194	8	9591 
195	8	5156 
196	8	5945 
197	9	17188 
198	9	14066 
199	9	9027 
200	9	11928 
201	9	10473 
202	9	15229 
203	9	4593 
204	9	6498 
205	9	14505 
206	10	12235 
207	10	10134 
208	10	12059 
209	4	18069 
210	4	4211 
211	4	8296 
212	4	19853 
213	4	16614 
214	4	8098 
215	4	16811 
216	4	13578 
217	4	8048 
218	4	11214 
219	4	12075 
220	4	15088 
221	4	20500 
222	4	20500 
223	5	10503 
224	5	8760 
225	5	11515 
226	5	11107 
227	5	11819 
228	5	13279 
229	5	17037 
230	5	20500 
231	5	20500 
232	5	17363 
233	5	20500 
234	5	17099 
235	6	9313 
236	6	12060 
237	6	20500 
238	6	20500 
239	6	13795 
240	6	14371 
241	6	20500 
242	6	16043 
243	6	10969 
244	6	11547 
245	6	8279 
246	6	9963 
247	6	10447 
248	7	13847 
249	7	13916 
250	7	18607 
251	7	17927 
252	7	20500 
253	7	16202 
254	7	9485 
255	7	10723 
256	7	13343 
257	8	15653 
258	8	16918 
259	8	10671 
260	8	11096 
261	8	19446 
262	8	16545 
263	8	12359 
264	8	19270 
265	8	8714 
266	8	9789 
267	8	14068 
268	9	16208 
269	9	12511 
270	9	15929 
271	9	20500 
272	9	19686 
273	9	17941 
274	9	15877 
275	9	7405 
276	9	7823 
277	9	14107 
278	9	12056 
279	9	12590 
280	9	11894 
281	3	20500 
282	3	20500 
283	3	6892 
284	3	8347 
285	3	7839 
286	4	10616 
287	4	16661 
288	4	16133 
289	4	14159 
290	4	8058 
291	4	8528 
292	4	10700 
293	4	10420 
294	4	12055 
295	5	15851 
296	5	20500 
297	5	16532 
298	5	8734 
299	5	14319 
300	5	13245 
301	5	12637 
302	5	20500 
303	5	20500 
304	5	19693 
305	5	11334 
306	5	11297 
307	5	9199 
308	5	9591 
309	5	9928 
310	6	17114 
311	6	20500 
312	6	18581 
313	6	16512 
314	6	16869 
315	6	10317 
316	6	7916 
317	6	17892 
318	7	5484 
319	7	7287 
320	7	6923 
321	7	10136 
322	7	19352 
323	7	15038 
324	7	6685 
325	7	7058 
326	7	8834 
327	7	9487 
328	7	13177 
329	7	8018 
330	7	8508 
331	8	7018 
332	8	8398 
333	8	12219 
334	8	8281 
335	8	6026 
336	8	10131 
337	8	11520 
338	9	6397 
339	9	6771 
340	9	13796 
341	9	11352 
342	9	11480 
343	9	8306 
344	9	8293 
345	9	10114 
346	9	17812 
347	9	16137 
348	10	8886 
349	10	6133 
350	10	7745 
351	10	12318 
352	10	15640 
